"ID";"Name";"Longitude_WGS84";"Latitude_WGS84";"Street";"AdmArea";"District";"RouteNumbers";"StationName";"Direction";"Pavilion";"OperatingOrgName";"EntryState";"global_id";"geoData";
"1462";"«Гостиницы ВДНХ (выс.)», Гостиничный проезд (в центр)";"37.5753074676565";"55.8468183630972";"Гостиничный проезд";"Северо-Восточный административный округ";"район Марфино";"А238; А24; А24К; А82; А85";"Гостиницы ВДНХ (выс.)";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1717204";"{type=Point, coordinates=[37.575307498513, 55.846817995113]}";
"1463";"«Промкомбинат», улица Дыбенко (от центра)";"37.4805312301965";"55.8799058213494";"улица Дыбенко";"Северный административный округ";"район Ховрино";"А65; А958";"Промкомбинат";"от центра";"нет";"";"активна";"1717205";"{type=Point, coordinates=[37.480531261892, 55.879905453934]}";
"1464";"«Гост. Союз», Левобережная улица (от центра)";"37.4711967739344";"55.8772319341497";"Левобережная улица";"Северный административный округ";"район Ховрино";"А65; А958";"Гост. Союз";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1717206";"{type=Point, coordinates=[37.471196805601, 55.877231566807]}";
"1465";"«ВДНХ (сев.)», улица Бориса Галушкина (от центра) (1)";"37.6447036505676";"55.8267885327987";"улица Бориса Галушкина";"Северо-Восточный административный округ";"Останкинский район";"А154";"ВДНХ (сев.)";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1717207";"{type=Point, coordinates=[37.644703681138, 55.826788164981]}";
"1466";"«Метро ВДНХ», проезд без названия (в центр)";"37.6375644314369";"55.8233152861778";"улица Бориса Галушкина";"Северо-Восточный административный округ";"Останкинский район";"А544; А311; А244; А76; А33; А154; А803";"Метро ВДНХ";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1717208";"{type=Point, coordinates=[37.6375644314369, 55.8233152861778]}";
"1469";"«Братцево (к/ст, выс.)», бульвар Яна Райниса (в центр)";"37.403295177277";"55.8497235560311";"Светлогорский проезд";"Северо-Западный административный округ";"район Южное Тушино";"А212; Тб70К; Тб70; А267; А199";"Братцево (к/ст, выс.)";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1717209";"{type=Point, coordinates=[37.403295208645, 55.849723188575]}";
"1471";"«Телеателье», Большая Академическая улица (в центр)";"37.5269613255607";"55.8227026934888";"Большая Академическая улица";"Северный административный округ";"район Коптево";"А780; Тб57; А204";"Телеателье";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1717210";"{type=Point, coordinates=[37.526961356547, 55.822702325588]}";
"1472";"«Ул. Приорова», Большая Академическая улица (в центр) (1)";"37.5252308724597";"55.8209985256719";"Большая Академическая улица";"Северный административный округ";"район Коптево";"А780; Тб57; А204";"Ул. Приорова";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1717211";"{type=Point, coordinates=[37.525230902658, 55.820998157564]}";
"1473";"«Платф. Красный Балтиец», Большая Академическая улица (в центр)";"37.5206866904455";"55.8171501217989";"Большая Академическая улица";"Северный административный округ";"Войковский район";"А780; Тб57; А204";"Платф. Красный Балтиец";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1717212";"{type=Point, coordinates=[37.520686721009, 55.817149753606]}";
"1474";"«Ул. Космонавта Волкова», улица Космонавта Волкова (в центр)";"37.5153334451336";"55.8157874435473";"улица Космонавта Волкова";"Северный административный округ";"Войковский район";"Тб57";"Ул. Космонавта Волкова";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1717213";"{type=Point, coordinates=[37.515333476217, 55.8157870754]}";
"1475";"«2-й Новоподмосковный пер.», улица Космонавта Волкова (в центр)";"37.5098705506741";"55.8155805469652";"улица Космонавта Волкова";"Северный административный округ";"Войковский район";"Тб57";"2-й Новоподмосковный пер.";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1717214";"{type=Point, coordinates=[37.50987058085, 55.815580179162]}";
"1476";"«1-й Новоподмосковный пер.», улица Космонавта Волкова (в центр)";"37.5040405974787";"55.8151176370258";"улица Космонавта Волкова";"Северный административный округ";"Войковский район";"Тб57";"1-й Новоподмосковный пер.";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1717215";"{type=Point, coordinates=[37.504040628209, 55.81511726895]}";
"1478";"«Мост Окружной ж.д.», Ленинградское шоссе (от центра)";"37.4940380727997";"55.8230248122324";"Ленинградское шоссе";"Северный административный округ";"Войковский район";"Тб57; Тб43; А621К";"Мост Окружной ж.д.";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1717216";"{type=Point, coordinates=[37.494038104112, 55.823024444557]}";
"1479";"«Метро Войковская», Ленинградское шоссе (в центр) (1)";"37.4963112687289";"55.8201862795393";"Ленинградское шоссе";"Северный административный округ";"Войковский район";"Тб57; Тб43; А621К";"Метро Войковская";"в центр";"да";"ООО «Праймсайт»";"активна";"1717217";"{type=Point, coordinates=[37.496311300844, 55.820185911715]}";
"1480";"«Платф. Ленинградская», Ленинградское шоссе (в центр)";"37.4996481569378";"55.8157950189745";"Ленинградское шоссе";"Северный административный округ";"Войковский район";"Тб43К; Тб57; А621К";"Платф. Ленинградская";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1717218";"{type=Point, coordinates=[37.499648187958, 55.815794650803]}";
"1481";"«1-й Новоподмосковный пер.», улица Космонавта Волкова (от центра)";"37.5052160820166";"55.8150425779834";"улица Космонавта Волкова";"Северный административный округ";"Войковский район";"Тб57";"1-й Новоподмосковный пер.";"от центра";"нет";"";"активна";"1717219";"{type=Point, coordinates=[37.505216112312, 55.815042210176]}";
"1482";"«2-й Новоподмосковный пер.», улица Космонавта Волкова (от центра)";"37.5097264794291";"55.8154112878066";"улица Космонавта Волкова";"Северный административный округ";"Войковский район";"Тб57";"2-й Новоподмосковный пер.";"от центра";"нет";"";"активна";"1717220";"{type=Point, coordinates=[37.509726509951, 55.815410919928]}";
"1483";"«Ул. Космонавта Волкова», улица Космонавта Волкова (от центра)";"37.5160760775983";"55.8156441729473";"улица Космонавта Волкова";"Северный административный округ";"Войковский район";"Тб57";"Ул. Космонавта Волкова";"от центра";"нет";"";"активна";"1717221";"{type=Point, coordinates=[37.516076108052, 55.81564380487]}";
"1484";"«Платф. Красный Балтиец», Большая Академическая улица (от центра) (1)";"37.5214516033388";"55.8162566131634";"Большая Академическая улица";"Северный административный округ";"район Коптево";"Тб57";"Платф. Красный Балтиец";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1717222";"{type=Point, coordinates=[37.521451633756, 55.816256245224]}";
"1486";"«Телеателье», Большая Академическая улица (от центра) (1)";"37.5277716626398";"55.8230636726";"Большая Академическая улица";"Северный административный округ";"район Коптево";"Тб57; А780";"Телеателье";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1717224";"{type=Point, coordinates=[37.527771693519, 55.823063304516]}";
"1487";"«К/т Байкал», Большая Академическая улица (от центра)";"37.5394169526813";"55.8366944010021";"Большая Академическая улица";"Северный административный округ";"Тимирязевский район";"А204; А114; А179; Тб57";"К/т Байкал";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1717225";"{type=Point, coordinates=[37.539416982942, 55.836694032902]}";
"1489";"«Метро Петровско-Разумовская (пос.)», Локомотивный проезд (от центра) (1)";"37.5755982264669";"55.8371157934551";"Локомотивный проезд";"Северный административный округ";"Тимирязевский район";"А763К; А763; А179; А63";"Метро Петровско-Разумовская (пос.)";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1717226";"{type=Point, coordinates=[37.5755982264669, 55.8371157934551]}";
"1490";"«Метро Петровско-Разумовская (пос.)», Локомотивный проезд (от центра)";"37.5753915004553";"55.8369771913953";"Локомотивный проезд";"Северный административный округ";"Тимирязевский район";"А763К; А763; А179";"Метро Петровско-Разумовская (пос.)";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1717227";"{type=Point, coordinates=[37.575391531396, 55.836976823691]}";
"1491";"«Метро Щукинская (пос.)», Новощукинская улица (от центра)";"37.4620861810289";"55.8095681002857";"Новощукинская улица";"Северо-Западный административный округ";"район Щукино";"А638; А798; А687";"Метро Щукинская (пос.)";"от центра";"нет";"";"активна";"1717228";"{type=Point, coordinates=[37.4620861810289, 55.8095681002857]}";
"1492";"«Метро Речной вокз.», Фестивальная улица (в центр) (1)";"37.4760754546219";"55.8551175545127";"Фестивальная улица";"Северный административный округ";"район Левобережный";"А173; А199; Тб58";"Метро Речной вокз.";"в центр";"да";"ООО «Праймсайт»";"активна";"1717229";"{type=Point, coordinates=[37.476075486086, 55.855117186634]}";
"1493";"«К/т Нева», Беломорская улица (от центра) (1)";"37.4681064717538";"55.8620528575814";"Беломорская улица";"Северный административный округ";"район Левобережный";"Тб58; А173";"К/т Нева";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1717230";"{type=Point, coordinates=[37.468106503103, 55.862052490123]}";
"1494";"«Валдайский пр.», Беломорская улица (от центра)";"37.4721559227594";"55.8639434424295";"Беломорская улица";"Северный административный округ";"район Левобережный";"А199; Тб58; А173";"Валдайский пр.";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1717231";"{type=Point, coordinates=[37.472155954277, 55.863943074733]}";
"1495";"«Ин-т Усовершенствования врачей», Беломорская улица (от центра)";"37.4770237340686";"55.8661976939081";"Беломорская улица";"Северный административный округ";"район Ховрино";"Тб58; А90";"Ин-т Усовершенствования врачей";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1717232";"{type=Point, coordinates=[37.477023765671, 55.866197326139]}";
"1496";"«Петрозаводская ул. (выс.)», Петрозаводская улица (в центр)";"37.4921551551114";"55.8671963039678";"Петрозаводская улица";"Северный административный округ";"район Ховрино";"Тб58; А233";"Петрозаводская ул. (выс.)";"в центр";"нет";"";"активна";"1717233";"{type=Point, coordinates=[37.4921551551114, 55.8671963039678]}";
"1497";"«Петрозаводская ул. (пос.)», Клинская улица (в центр)";"37.492582473097";"55.8675649787182";"Клинская улица";"Северный административный округ";"район Ховрино";"Тб58; А233";"Петрозаводская ул. (пос.)";"в центр";"нет";"";"активна";"1717234";"{type=Point, coordinates=[37.492582473097, 55.8675649787182]}";
"1498";"«Новолесная ул.», улица Бутырский Вал (от центра)";"37.5876270005371";"55.7860180044006";"улица Бутырский Вал";"Центральный административный округ";"Тверской район";"А12; АТ18; АТ78; Тб56";"Новолесная ул.";"от центра";"да";"ООО «Праймсайт»";"активна";"1717235";"{type=Point, coordinates=[37.5876270005371, 55.7860180044006]}";
"1499";"«Угловой пер.», улица Бутырский Вал (в центр)";"37.58794264145";"55.78816893913";"улица Бутырский Вал";"Центральный административный округ";"Тверской район";"А12; АТ18; АТ78; Тб56";"Угловой пер.";"в центр";"да";"ООО «Праймсайт»";"активна";"1717236";"{type=Point, coordinates=[37.58794264145, 55.78816893913]}";
"1500";"«Новолесная ул.», улица Бутырский Вал (в центр)";"37.5869199946128";"55.7845860579079";"улица Бутырский Вал";"Центральный административный округ";"Тверской район";"А12; АТ18";"Новолесная ул.";"в центр";"нет";"";"активна";"1717237";"{type=Point, coordinates=[37.5869199946128, 55.7845860579079]}";
"1501";"«2-й Лесной пер.», улица Бутырский Вал (в центр)";"37.5860200048145";"55.7814328439156";"улица Бутырский Вал";"Центральный административный округ";"Тверской район";"А12; АТ18";"2-й Лесной пер.";"в центр";"нет";"";"активна";"1717238";"{type=Point, coordinates=[37.5860200048145, 55.7814328439156]}";
"1505";"«Талдомская ул.», Коровинское шоссе (в центр) (1)";"37.5269652212497";"55.8744609258921";"Коровинское шоссе";"Северный административный округ";"район Западное Дегунино";"А92";"Талдомская ул.";"в центр";"нет";"";"активна";"1717241";"{type=Point, coordinates=[37.5269652212497, 55.8744609258921]}";
"1508";"«Селигерская ул.», Коровинское шоссе (в центр) (1)";"37.5423909705635";"55.8664440536419";"Коровинское шоссе";"Северный административный округ";"район Западное Дегунино";"Тб56";"Селигерская ул.";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1717243";"{type=Point, coordinates=[37.542391001242, 55.866443686176]}";
"1510";"«Ул. Акад. Бочвара», улица Академика Бочвара (от центра)";"37.4596750292093";"55.8050569436906";"улица Академика Бочвара";"Северо-Западный административный округ";"район Щукино";"А681";"Ул. Акад. Бочвара";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1717244";"{type=Point, coordinates=[37.4596750292093, 55.8050569436906]}";
"1511";"«Ин-т им. Гамалеи», улица Гамалеи (в центр)";"37.4565518905786";"55.8024329165133";"улица Гамалеи";"Северо-Западный административный округ";"район Щукино";"А681";"Ин-т им. Гамалеи";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1717245";"{type=Point, coordinates=[37.4565518905786, 55.8024329165133]}";
"1512";"«86-я клиническая б-ца», улица Гамалеи (в центр)";"37.4585003621686";"55.7998106247444";"улица Гамалеи";"Северо-Западный административный округ";"район Щукино";"А681";"86-я клиническая б-ца";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1717246";"{type=Point, coordinates=[37.4585003621686, 55.7998106247444]}";
"1513";"«Ул. Гамалеи», улица Гамалеи (в центр)";"37.4649446533335";"55.7979801476713";"улица Гамалеи";"Северо-Западный административный округ";"район Щукино";"А681";"Ул. Гамалеи";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1717247";"{type=Point, coordinates=[37.4649446533335, 55.7979801476713]}";
"1515";"«Метро Сокол (пос.)», Песчаная улица (от центра) (1)";"37.5133495535421";"55.8031447070876";"Песчаная улица";"Северный административный округ";"район Сокол";"А175";"Метро Сокол (пос.)";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1717248";"{type=Point, coordinates=[37.5133495535421, 55.8031447070876]}";
"1516";"«Ул. Гамалеи», улица Гамалеи (от центра)";"37.4641151270122";"55.7983212532955";"улица Гамалеи";"Северо-Западный административный округ";"район Щукино";"А681";"Ул. Гамалеи";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1717249";"{type=Point, coordinates=[37.4641151270122, 55.7983212532955]}";
"1517";"«86-я клиническая б-ца», улица Гамалеи (от центра)";"37.4590517604901";"55.7997556823871";"улица Гамалеи";"Северо-Западный административный округ";"район Щукино";"А681";"86-я клиническая б-ца";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1717250";"{type=Point, coordinates=[37.4590517604901, 55.7997556823871]}";
"1518";"«Ин-т им. Гамалеи», улица Гамалеи (от центра)";"37.4568391372416";"55.8022713280815";"улица Гамалеи";"Северо-Западный административный округ";"район Щукино";"А681";"Ин-т им. Гамалеи";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1717251";"{type=Point, coordinates=[37.4568391372416, 55.8022713280815]}";
"1531";"«Метро Дмитровская», Бутырская улица (от центра) (3)";"37.581405454733";"55.8074367514751";"Бутырская улица";"Северо-Восточный административный округ";"Бутырский район";"АТ3; АТ29; АМ10; А87";"Метро Дмитровская";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1717252";"{type=Point, coordinates=[37.581405454733, 55.8074367514751]}";
"1534";"«Ул. Софьи Ковалевской», улица Софьи Ковалевской (от центра)";"37.5337418159552";"55.8768127083294";"улица Софьи Ковалевской";"Северный административный округ";"Дмитровский район";"А92; А284; АМ10";"Ул. Софьи Ковалевской";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1717254";"{type=Point, coordinates=[37.5337418159552, 55.8768127083294]}";
"1439";"«Ул. Фабрициуса, 26», улица Фабрициуса (от центра)";"37.4409881296836";"55.8434774844446";"улица Фабрициуса";"Северо-Западный административный округ";"район Южное Тушино";"А62; А678";"Ул. Фабрициуса, 26";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1717255";"{type=Point, coordinates=[37.440988161562, 55.843477116625]}";
"1440";"«Сходненская ул.», улица Фабрициуса (от центра)";"37.438018917394";"55.8436420429271";"улица Фабрициуса";"Северо-Западный административный округ";"район Южное Тушино";"А62; А252";"Сходненская ул.";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1717256";"{type=Point, coordinates=[37.438018917394, 55.8436420429271]}";
"1441";"«Муниципалитет Южное Тушино», улица Фабрициуса (от центра)";"37.4323033109082";"55.8439877575961";"улица Фабрициуса";"Северо-Западный административный округ";"район Южное Тушино";"А62; А252";"Муниципалитет Южное Тушино";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1717257";"{type=Point, coordinates=[37.4323033109082, 55.8439877575961]}";
"1442";"«Ул. Фабрициуса, 48», улица Фабрициуса (от центра)";"37.427449063194";"55.8442386178606";"улица Фабрициуса";"Северо-Западный административный округ";"район Южное Тушино";"А62; А252";"Ул. Фабрициуса, 48";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1717258";"{type=Point, coordinates=[37.427449063194, 55.8442386178606]}";
"1444";"«Ул. Свободы, 63», улица Свободы (в центр)";"37.4510922643606";"55.8545506855621";"улица Свободы";"Северо-Западный административный округ";"район Северное Тушино";"А102; А678";"Ул. Свободы, 63";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1717259";"{type=Point, coordinates=[37.451092295912, 55.854550317886]}";
"1446";"«Братцево», бульвар Яна Райниса (в центр)";"37.4037704835647";"55.8503830602407";"бульвар Яна Райниса";"Северо-Западный административный округ";"район Южное Тушино";"А43; А267; АС3; А959; А88К";"Братцево";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1717260";"{type=Point, coordinates=[37.4037704835647, 55.8503830602407]}";
"1447";"«Братцево», бульвар Яна Райниса (от центра)";"37.4048250394774";"55.850576244518";"бульвар Яна Райниса";"Северо-Западный административный округ";"район Северное Тушино";"А43; А267; АС3; А959; А199; А212; А88К";"Братцево";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1717261";"{type=Point, coordinates=[37.4048250394774, 55.850576244518]}";
"1448";"«3-й мкр. Строгина (пос.)», улица Исаковского (в центр)";"37.4045247566641";"55.8171172717767";"улица Исаковского";"Северо-Западный административный округ";"район Строгино";"А277; А631; А654; А687; А652";"3-й мкр. Строгина (пос.)";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1717262";"{type=Point, coordinates=[37.4045247566641, 55.8171172717767]}";
"1449";"«Ул. Исаковского, 6», улица Исаковского (в центр)";"37.4001805703979";"55.8189283358769";"улица Исаковского";"Северо-Западный административный округ";"район Строгино";"А277; А631; А654; А687; А652";"Ул. Исаковского, 6";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1717263";"{type=Point, coordinates=[37.4001805703979, 55.8189283358769]}";
"1450";"«Департамент труда и занятости», Неманский проезд (от центра)";"37.3938973568585";"55.8178092178947";"Неманский проезд";"Северо-Западный административный округ";"район Строгино";"А277; А631; А654; А687; А652";"Департамент труда и занятости";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1717264";"{type=Point, coordinates=[37.3938973568585, 55.8178092178947]}";
"1451";"«4-й мкр. Строгина», Неманский проезд (от центра)";"37.3933282541469";"55.8158864199073";"Неманский проезд";"Северо-Западный административный округ";"район Строгино";"А277; А631; А654; А687; А652";"4-й мкр. Строгина";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1717265";"{type=Point, coordinates=[37.3933282541469, 55.8158864199073]}";
"1452";"«Неманский пр.», улица Маршала Катукова (от центра)";"37.3934307020741";"55.8134252377666";"улица Маршала Катукова";"Северо-Западный административный округ";"район Строгино";"А277; А631; А652";"Неманский пр.";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1717266";"{type=Point, coordinates=[37.3934307020741, 55.8134252377666]}";
"1617";"«Метро Владыкино», Сигнальный проезд (от центра)";"37.5906509650597";"55.8488166637656";"Сигнальный проезд";"Северо-Восточный административный округ";"район Отрадное";"А154; А637; А238; А33";"Метро Владыкино";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1717267";"{type=Point, coordinates=[37.5906509650597, 55.8488166637656]}";
"1618";"«Сигнальный пр.», Сигнальный проезд (от центра)";"37.597651581718";"55.8493455355517";"Сигнальный проезд";"Северо-Восточный административный округ";"район Отрадное";"А154; А637; А238; А33";"Сигнальный пр.";"от центра";"нет";"";"активна";"1717268";"{type=Point, coordinates=[37.597651581718, 55.8493455355517]}";
"1619";"«Сигнальный пр., 35», Сигнальный проезд (в центр)";"37.6005395863724";"55.8513960147239";"Сигнальный проезд";"Северо-Восточный административный округ";"район Отрадное";"А154; А637; А238; А33";"Сигнальный пр., 35";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1717269";"{type=Point, coordinates=[37.6005395863724, 55.8513960147239]}";
"1620";"«Отрадный пр.», Отрадный проезд (от центра) (1)";"37.6089351289602";"55.8546389489474";"Отрадный проезд";"Северо-Восточный административный округ";"район Отрадное";"А637";"Отрадный пр.";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1717270";"{type=Point, coordinates=[37.608935159394, 55.854638580962]}";
"1621";"«Отрадная ул.», Отрадная улица (от центра)";"37.6129534362914";"55.8561434561462";"Отрадная улица";"Северо-Восточный административный округ";"район Отрадное";"А628";"Отрадная ул.";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1717271";"{type=Point, coordinates=[37.612953467376, 55.85614308838]}";
"1622";"«Отрадная ул., 15», Отрадная улица (от центра)";"37.6161856752389";"55.8551192872198";"Отрадная улица";"Северо-Восточный административный округ";"район Отрадное";"А628";"Отрадная ул., 15";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1717272";"{type=Point, coordinates=[37.616185706364, 55.855118919514]}";
"1623";"«Олонецкая ул., 17», Олонецкая улица (в центр)";"37.6189964160009";"55.8533869231649";"Олонецкая улица";"Северо-Восточный административный округ";"район Отрадное";"А134; А628";"Олонецкая ул., 17";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1717273";"{type=Point, coordinates=[37.618996446837, 55.853386555434]}";
"1624";"«Школа», Олонецкая улица (в центр)";"37.6170553209373";"55.8514569321577";"Олонецкая улица";"Северо-Восточный административный округ";"район Отрадное";"А134; А628";"Школа";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1717274";"{type=Point, coordinates=[37.617055351905, 55.851456564477]}";
"1626";"«Березовая аллея, 5», Берёзовая аллея (от центра)";"37.6196209653146";"55.8488840954501";"Берёзовая аллея";"Северо-Восточный административный округ";"Останкинский район";"А134; А154; А628; А238; А33";"Березовая аллея, 5";"от центра";"нет";"";"активна";"1717275";"{type=Point, coordinates=[37.6196209653146, 55.8488840954501]}";
"1627";"«Гост. Байкал», улица Вильгельма Пика (от центра)";"37.636661777315";"55.8361936531671";"улица Вильгельма Пика";"Северо-Восточный административный округ";"район Ростокино";"А154";"Гост. Байкал";"от центра";"нет";"";"активна";"1717276";"{type=Point, coordinates=[37.63666180781, 55.836193285175]}";
"1628";"«Киностудия им. Горького», улица Сергея Эйзенштейна (в центр)";"37.6402302666652";"55.8320811952156";"улица Сергея Эйзенштейна";"Северо-Восточный административный округ";"Останкинский район";"А154";"Киностудия им. Горького";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1717277";"{type=Point, coordinates=[37.6402302666652, 55.8320811952156]}";
"1629";"«Депо им. Баумана», улица Сергея Эйзенштейна (в центр)";"37.6456406998122";"55.8298595192365";"улица Сергея Эйзенштейна";"Северо-Восточный административный округ";"Останкинский район";"А154";"Депо им. Баумана";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1717278";"{type=Point, coordinates=[37.6456406998122, 55.8298595192365]}";
"1595";"«1-й Магистральный пр.», 3-я Магистральная улица (в центр)";"37.5198930011411";"55.7645015988049";"3-я Магистральная улица";"Северный административный округ";"Хорошёвский район";"А155; А4";"1-й Магистральный пр.";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1717279";"{type=Point, coordinates=[37.519893031527, 55.764501230624]}";
"1597";"«Институт», Шелепихинское шоссе (от центра)";"37.5220133480143";"55.7602650060686";"Шелепихинское шоссе";"Центральный административный округ";"Пресненский район";"А27";"Институт";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1717280";"{type=Point, coordinates=[37.5220133480143, 55.7602650060686]}";
"1598";"«Ул. Шеногина», 1-й Силикатный проезд (от центра)";"37.5126455630304";"55.7649278490872";"1-й Силикатный проезд";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"А243; А27";"Ул. Шеногина";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1717281";"{type=Point, coordinates=[37.5126455630304, 55.7649278490872]}";
"1599";"«Силикатный з-д», 1-й Силикатный проезд (от центра)";"37.510989359618";"55.7678384374631";"1-й Силикатный проезд";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"А243; А27; А818";"Силикатный з-д";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1717282";"{type=Point, coordinates=[37.510989359618, 55.7678384374631]}";
"1600";"«Ул. Нижние Мневники, 62», улица Нижние Мнёвники (в центр)";"37.4638755210624";"55.7576326317409";"улица Нижние Мнёвники";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"А271; АТ19";"Ул. Нижние Мневники, 62";"в центр";"нет";"";"активна";"1717283";"{type=Point, coordinates=[37.4638755210624, 55.7576326317409]}";
"1601";"«Метро ВДНХ», проезд без названия (от центра)";"37.6389135367848";"55.8237922264444";"проезд без названия";"Северо-Восточный административный округ";"Останкинский район";"А76; А154; А803";"Метро ВДНХ";"от центра";"нет";"";"активна";"1717284";"{type=Point, coordinates=[37.6389135367848, 55.8237922264444]}";
"1602";"«Депо им. Баумана», улица Сергея Эйзенштейна (от центра) (1)";"37.6450681664339";"55.8306603316405";"улица Сергея Эйзенштейна";"Северо-Восточный административный округ";"район Ростокино";"А154";"Депо им. Баумана";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1717285";"{type=Point, coordinates=[37.645068197725, 55.830659963794]}";
"1603";"«Киностудия им. Горького», улица Сергея Эйзенштейна (от центра) (1)";"37.6375616128242";"55.8333288531743";"улица Сергея Эйзенштейна";"Северо-Восточный административный округ";"район Ростокино";"А154";"Киностудия им. Горького";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1717286";"{type=Point, coordinates=[37.637561643035, 55.833328485076]}";
"1604";"«Гост. Байкал», улица Вильгельма Пика (в центр)";"37.6368896927884";"55.8381910559897";"улица Вильгельма Пика";"Северо-Восточный административный округ";"район Ростокино";"А603; А154; А33; АН6";"Гост. Байкал";"в центр";"нет";"";"активна";"1717287";"{type=Point, coordinates=[37.6368896927884, 55.8381910559897]}";
"1605";"«Метро Ботанический сад», улица Вильгельма Пика (в центр) (2)";"37.63630407814";"55.8434520774088";"улица Вильгельма Пика";"Северо-Восточный административный округ";"район Ростокино";"А154; А33; АН6";"Метро Ботанический сад";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1717288";"{type=Point, coordinates=[37.63630407814, 55.8434520774088]}";
"1606";"«Березовая аллея», Берёзовая аллея (в центр)";"37.625244986788";"55.8473121342914";"Берёзовая аллея";"Северо-Восточный административный округ";"Останкинский район";"А134; А154; А628; А238; А33";"Березовая аллея";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1717289";"{type=Point, coordinates=[37.625244986788, 55.8473121342914]}";
"1607";"«Березовая аллея, 5», Берёзовая аллея (в центр)";"37.6195582300343";"55.8491285844336";"Берёзовая аллея";"Северо-Восточный административный округ";"Останкинский район";"А134; А154; А628; А238; А33";"Березовая аллея, 5";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1717290";"{type=Point, coordinates=[37.6195582300343, 55.8491285844336]}";
"1608";"«Школа», Олонецкая улица (от центра)";"37.6176438903087";"55.8516663592489";"Олонецкая улица";"Северо-Восточный административный округ";"Останкинский район";"А134; А628";"Школа";"от центра";"нет";"";"активна";"1717291";"{type=Point, coordinates=[37.61764392089, 55.851665991418]}";
"1609";"«Отрадная ул., 15», Отрадная улица (в центр)";"37.6185849409541";"55.8546089653579";"Отрадная улица";"Северо-Восточный административный округ";"район Отрадное";"А628";"Отрадная ул., 15";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1717292";"{type=Point, coordinates=[37.618584971729, 55.854608597541]}";
